,Tweets,Etiquetas
949,Rubalcaba reconoce la mayoría del PP. Habla de una participación electoral amplia y reivindica la centralidad del parlamento. Anuncia el NO.,P
950,"Rubalcaba le pregunta a Rajoy, y con razón, cuándo va a anunciar las malas noticias.",N
951,"Rubalcaba pide ""una subida de impuestos selectiva"", a quienes más tienen y a grandes empresas #investidura",N
952,"Rubalcaba se opone a que haya fondos públicos para sanear ""activos tóxicos"" #investidura",NEU
953,Rubalcaba le ha propuesto a Rajoy pacto ante Europa... Por lo demás reedición del debate electoral,P+
954,"Matiza el pacto constitucional de estabilidad al 0,5.",P+
955,"Rubalcaba logra responder en media hora a todo lo que Rajoy dijo en hora y media... Señor, qué velocidad! #investidura",P+
956,"Rubalcaba a Rajoy ""Cualquier retroceso en materia de igualdad  contará con nuestra oposición"" #investidurarajoy",P
957,Rubalcaba le dice a Rajoy que tiene sospechas de que puede recortar derechos. Rajoy ni le mira. #investidura,N
958,Debería llegar ahora el momento en que Rajoy improvise. Pero va lleno de papeles a la tribuna. Esta aceptando los pactos que ofrecía Rubalc,N
959,"Rajoy: ""intentaré que no haya"" dinero público para el sector financiero, aunque dice que hasta ahora, con el FROB, lo ha habido #investidura",N
960,Rajoy habla de recaudación... Pero no menciona la lucha contra el fraude.,N
961,"Rajoy no quiere aplausos de más. Manda sentar con un gesto a su portavoz, Alfonso Alonso, para acallar al grupo que ... http://t.co/husQdH95",N
962,"Rubalcaba calcula que Rajoy ha anunciado 10.000 millones de euros en rebajas fiscales... ""¿y los ingresos?"", se pregunta #investidura",NEU
963,"la cuenta de gastos fiscales propuesta por Rajoy es voluntarista, un poco electoral. ¿habrán hecho los números? Temo que no",N
964,Nada le gustaría tanto al PP como tener a Rubal enfrente 4 años siendo rehén de su pasado. El PSOE estará loco si no se renueva.,NEU
965,"Lo del bachillerato de tres años es ""poner todo patas arriba"", dice Rubalcaba sobre propuesta de Rajoy. #investidura",N+
966,"""Los países de Europa que nos están mirando"". Esa apelación la usa Rubalcaba para saber si Rajoy cambiará la jubilación ahora a ...",NONE
967,@SalomeGa No lo sabia! Lo dijo cada día en sus mítines de campaña,N+
968,@PilarGGranja Te aseguro que no me esperaba su nivel. El Grupo PP se está creciendo por momentos.,NEU
969,"Tanto recortar, Rajoy va a empezar por las consonantes. Se salta una de cada dos. (le he dao, senao)",N
970,"oncólogos españoles denuncian ""dificultades"" en el uso de nuevas terapias contra el cáncer. hablan de obstáculos administrativos. tremendo",N+
971,"@iescolar Perdona, pero eso lo respeta: solo pide que no se llame ""matrimonio"" porque no hay ""mater"".",P
972,Le toca el turno a Duan (CiU) #investidura,NONE
973,"Esta noche m acompañan en @DHAM_13tv Esther Jaén, @noeliamtnez , MA Gozalo, @pazmacazaga , María Claver y Pablo Casado ...",NONE
974,"Continúa CIU con austeridad, rigor y solidaridad, mediante ley ómnibus( un sarcasmo), sólo algún pellizco con el estatut.",N
975,"Durán (CiU) da su apoyo al Rajoy para ""revisar"" el seguro de paro, no para ""suprimir"", aclara por si acaso... #investidura",P+
976,Es ponerse ....“@olgacs78: @Buenafuente No te veo yo de burbuja de Freixenet!!!! Jejejeje”,NONE
977,"Durán (CiU) se declara ""enormemente preocupado"" por la ""recentralización"" que cree ver en las medidas de Rajoy #investidura",N
978,Duran pide el pacto de cumplimiento fiscal con Cataluña. Afirma que solo asi podrá ser la locomotora económica de España.,P+
979,"Lo de ""España nos está haciendo más pobres"" de Durán es literal",N+
980,Rajoy busca al menos la abstención de CiU. Dice que está de acuerdo con su filosofía. Y le recuerda que el PP apoya a CiU en Cataluña.,P+
981,"Hay 4.023 empresas, organismos y entidades publicas, dice Rajoy. Y mucho absentismo, añade.Habla de recortar empleo publico, sin cuantificar",N
982,"Denuncia la reforma constitucional y el golpe de los mercados, pidiendo la denuncia de deuda ilegitima.",N+
983,"Se suceden los portavoces de IU en el Congreso. Ahora se estrena  @jcoscu, de ICV.El pleno se cierra esta noche con UPyD. #investidurarajoy",NONE
984,y ahora qué `pasará en el Gobierno? http://t.co/nQO4lDfc,NONE
985,"Revista de Prensa (ABC Punto Radio, 19 de diciembre) http://t.co/r9ABktwm",NONE
986,mi gran amigo @fgarea cumple años. no sé  cuantos son pero no demasiados jajaja. felicidades,P+
987,"Empieza Rosa Díez como vasca y española asumiendo su responsabilidad, leal oposición  y dice que el debate lo gana Rajoy. Yo no diría tanto",P
988,Holaaa mis tweeps! Un dia maravilloso para hacer un twitcam como os he prometido sera a las 6:00 pm (hora de Mexico) nos vemos pronto!!!,P+
989,"Se recomienda a Rosa Díez foniatra al canto, con ese tono de voz le van a salir unos pólipos como monaguillos si no se cuida.",N
990,Aquí os dejo la última foto de la celebración de ayer después de ganar el mundialito. Ahora a pensar en el jueves.,P+
991,Rubalcaba ya se marcha del Congreso. Acaba de ponerse el abrigo y se va escaleras arriba con dos carteras en la mano #investidura,NONE
992,Rajoy y Rosa Diez apuran los ultimos minutos del debate. Se enzarzan a cuenta de la ley electoral,N
993,Ha dicho Rajoy en #Investidura que para mantener el estado de bienestar en España hay que crear puestos de trabajo... es el único modo,P+
994,Balance de la 1ª jornada del debate: En este Parlamento se va a oir de todo pero nada lo que se diga va a importar demasiado.,N+
995,Se nos ha ido el maestro Héctor Núñez. Una gran pérdida. Un sentido abrazo para la familia y el fútbol uruguayo. DEP,N
996,"Jejeje check. RT @SullyMoralesVSZ: Que @AlejandroSanz acepte hacer twittcam ☑,hacer q (cont) http://t.co/xxzjWLqM",NONE
997,Empezamos ...? (@AlejandroSanz live on http://t.co/5u2PZfZx),NONE
998,Vale ya casi casi ... veo que cada minuto somos mas! (@AlejandroSanz live on http://t.co/5u2PZfZx),P
999,Aquí estoy con @lopolito @labalonso listos y aquí vamos... (@AlejandroSanz live on http://t.co/5u2PZfZx),P+
1000,Yo debería estar durmiendo. Y nada. Y me levanto a las siete. Como era eso de las ovejas?,N
1001,"Igual estoy dormido y sueño que twiteo. No, imposible: la wifi va y viene #estoesrealsiempre",N
1002,A las 9 h empieza la segunda sesión del debate de investidura en el Congreso con la intervención del resto de portavoces.,NONE
1003,Obviedad: depende del cristal con q se mira. Una cosa es la oposición y otra el Gobierno. Rajoy propone cosas ahora a las q se opuso ayer!,N
1004,Ahora parece mas probable el gran acuerdo político: hasta cuatro pactos se ofrecieron. Q no se malogre las buenas intenciones!,NEU
1005,Se necesita sangre de los grupos 0- y AB- en los hospitales madrileños http://t.co/fP4dxdmT,N
1006,"Interviene ya Josu Erkoreka, del PNV, en la última sesión del debate de investidura.",NONE
1007,Sentado en el Pleno escuchando ya al portavoz del PNV.,NONE
1008,Comienza la segunda jornada de la sesión de investidura de Rajoy,NONE
1009,Profesores 2.0 de lengua de signos http://t.co/5tTBakZC via @elmundoes,NONE
1010,"Erkoreka (PNV) pide a Rajoy que no gestione el fin de ETA imponiendo mayorías absolutas, sino labrando consensos.",NEU
1011,Rosa10 pone en duda la transparencia de Rajoy por la ausencia de concreciones http://t.co/1Yz0sZsp,N
1012,"Erkoreka pide a Rajoy política penitenciaria +abierta, +flexible, que contribuya a normalizar situación presos. #investidura",NEU
1013,Muy refranero..;-) RT @EndikaAmpudia @Tonicanto1 como estas viendo a Josu Erkoreka?,P
1014,"Rajoy habla con Alfonso Alonso, ¿Sobre su respuesta a Erkoreka del tema ETA?",NONE
1015,"“@anaromeropinto: @maria_rey Vives en el Congreso??”yo creo que no, pero mis hijos dicen que sí...",NEU
1016,20 d diciembre!!;))) jo parece q fue ayer...19 d diciembre!!,NONE
1017,"Rajoy dice que el Cjo Europ del día 9 hubo ""mucho palo, pero es un palo en el que yo creo, es verdad que me hubiera gustado mas zanahoria""",NEU
1018,"Sinceridad y mano tendida de Rajoy y trabajo, mucho trabajo, para sus seño... - Dos Palabras http://t.co/lm8DdzHt vía @elconfidencial",P+
1019,"Rajoy sobre #ETA: ""Espero que podamos arreglar definitivamente este asunto"". Asegura q se atendrá a la ""legalidad"" #investidura",P+
1020,"El cortejo de Rajoy con CiU y PNV prosigue...acaba de decir que está a favor del ""hecho diferencial""",NONE
1021,??????“@macsmartinez: Que en filosofía te pongan a @Berto_Romero y @Buenafuente para introducir a freud #notieneprecio”,NONE
1022,El PNV le pide a Rajoy una política penitenciaria más flexible con ETA,NEU
1023,"Agotado tras leer el peloteo a Rajoy en el kiosco.Es como Roosevelt dicen unos, palabra de Rajoy resaltan otros, sus 10 mandamientos...",N+
1024,"Todavía me estoy riendo con lo de la APP de icuenca.... leed  la explicación de la app, es genial!!! no hace falta q la descarguéis",P+
1025,El Padre Ángel sigue el debate de #investidura desde tribuna de invitados. Ayer no lo vimos.,NEU
1026,"#investidurarajoy comienzan las intervenciones del Grupo Mixto. Sube como portavoz de Amaiur, iñaki Antigüedad.",NONE
1027,"Antigüedad a Rajoy: ""si quiere pasar a la historia como estadista algo tendrá que decir sobre el voto de Amaiur"". El, incomodo, mira ...",NEU
1028,Rajoy lee todo tipo de cosas mientras habla Amaiur. De vez en cuando levanta la cabeza y mira a Antigüedad. Muy poco. Gesto muy claro.,N
1029,"Antiguedad, fiel a su nombre (conflicto político, presos, derecho a decidir...)  pero más aseado y correcto que la Batasuna de antaño.",NEU
1030,Rajoy decide no contestar personalmente a Amaiur: responderá en bloque al Grupo Mixto. Los diputados se van...,NONE
1031,"Ramón Jauregui se acerca a los escaños de Amaiur, saludo al portavoz. #investidurarajoy",P
1032,"Antigüedad se lleva un café al escaño para seguir intervención de Ana Oramas, en este momento. Rajoy contestará en bloque a todo el G.Mixto",NONE
1033,Alguien conoce alguna app para Ipad q edite fotos y pueda introducir texto en la foto?,NONE
1034,"UPN reivindica el orgullo de ser españoles, sin complejos. Me ha sonado a Aznar",P+
1035,Rajoy dice que el paso que esperamos todos los españoles es que ETA anuncie su disolución irreversible,N
1036,"Rajoy a Antigüedad: ""Yo a usted no le debo absolutamente nada"". Aplausos cerrados de los escaños del PP. ""Muy bien"", dicen los diputados",P+
1037,"Rajoy a Iñaki Antigüedad (Amaiur): ""Yo a usted no le debo nada""",NEU
1038,El tono duro y sin concesiones de la réplica de Rajoy a Amaiur anuncia cómo encarará esa relación. Será lógico pero a lo peor no ...,N
1039,Buscan a una niña de 13 años desaparecida en Pola de Lena (Asturias) - http://t.co/OMbySqPb,N
1040,"Cuando #ZP salga del Congreso, tras #investidura Rajoy, recogerá sus papeles en La Moncloa y esta noche dormirá ya en su nueva casa",NEU
1041,"CiU votara en contra de Rajoy porque aunque hay coincidencia en lo economico , el pacto fiscal y las competencias bloquean esa posibilidad.",N+
1042,"""Estamos condenados a entendernos, cada uno con sus identidades y sus obsesiones"", dice antigüedad a Rajoy. #investidura",N
1043,Curioso. Al de Amaiur no le han aplaudido ni los suyos,N
1044,"#Amaiur, Antigüedad insiste a Rajoy que están condenados a entenderse: ""vamos _ perseverar..como si hace falta atornillarse a la mesa""",N
1045,"Rajoy a Amaiur: ""El tema es muy serio. La vida y los derechos hum. Cumpliré la ley. Le pido que sea perseverante para que ETA se disuelva""",P
1046,"Rajoy dice no al relanzamiento económico, no a los impuestos a ricos, no a la reforma electoral y sí  a los recortes y ajustes.",N
1047,No puedo evitar emocionarme al escuchar a @AlfonsoAlonsoPP hablar de las victimas del terrorismo... el sabe lo q es luchar x la libertad,N
1048,"Rajoy hace un gesto a Jesús Posada para advertirle de que va a utilizar el turno de palabra tras intervención de su portavoz, Alfonso Alonso",NONE
1049,"Alfonso Alonso reprocha a antigüedad que no haya condenado a ETA desde la tribuna del parlamento. ""Debemos ser especialmente exigentes"".",N
1050,"Cuenta atrás para la era Zapatero. En unos minutos, ex presidente",N
1051,Que Amaiur esté haciendo propuestas políticas en el Congreso y Rajoy y el PP respondan es un éxito democrático sobre ETA. #investidura,P
1052,"Últimas palabras de #investidurarajoy para Zapatero ""acertó y se equivocó..pero ha sido el Presidente del Gobierno y así lo veré siempre""",NEU
1053,"Elegante y afectuoso Rajoy con #ZP: ""mis mejores deseos... Usted acertó y se equivocó, como todos"" #investidura",P+
1054,"Rajoy dirige sus últimas palabras a Zapatero: ""ha tenido el gran honor de ser prte. del Gobierno de España, y así le veré siempre""",P+
1055,"Corrillos de diputados en #investidura. Rubalcaba y Zapatero hablan en el escaño del Presidente, que hoy se despide de la vida parlamentaria",N
1056,En #alrojovivo esperando la votacion del Congreso,NONE
1057,"Amaiur justifica la abstención ""no participamos en la elección de un Presidente Español"" #investidurarajoy",N
1058,"Nadie diría, por las sonrisas de los diputados del PP, que Rajoy ha ganado la votación.",P
1059,"Disculpas por mis errores, cosas de las prisas :)",NEU
1060,"Rajoy a la salida: ""Me siento contento"". Estructura de Gobierno y ministros, lo deja para mañana",P+
1061,". @MarianoRajoy, investido presidente | España | elmundo.es http://t.co/w8aQ8oUj",NONE
1062,"Rajoy confirma que mañana por la tarde dara a conocer su nuevo gobierno al Rey y a todos los españoles, despues de jurar su cargo.",P+
1063,me encanta “@julianrojaso: Just posted a photo http://t.co/KeZVc5Ki”,P
1064,Muy bien. Un saludo“@hattorimami: @Buenafuente Hola! ¿Cómo estás? お元気ですか？Muchos besos＾＾”,P+
1065,"@Fgarea tiene sentido, anda que no tiene curro x delante",NONE
1066,"Pasa de push a pull, otro paradigma @evocaimagen @pepecerezo @gonzalomartin @mkdirecto Primera oleada 2.0 ha fracasado http://t.co/hMfyvd1a",N
1067,De Moputo a Johannsburgo fumigación (no con DDT) antes de despegar. Riesgos zero con malaria.,NEU
1068,"Rajoy, investido presidente del Gobierno con 187 votos a favor http://t.co/bDOpKZoY",P
1069,El público inteligente está en las redes sociales. La educación determina su uso más que la riqueza. Impacto en medios http://t.co/CNF4O2fv,P+
1070,"Feliz Navidad “@Migsalg:  feliz navidad desde el cluster del metal #aclumex, y feliz año 2012. http://t.co/kJNAZT91”",P+
1071,Mas impulsa 1 impuesto d 1€ x receta para “evitar abusos”.Quien emite ls recetas?Ls propios pacientes?O la Gene y el ICS? justos x pecadores,NEU
1072,"RT @contrastes_bcn: @Albert_Rivera ABRIL 2011:Duran asegura que ""de ninguna manera el Govern subirá los impuestos"" ¿el ""renacimiento ético""?",P+
1073,"vergonzoso, littleboy?“@Suanzes: @PilarGGranja Lo que sorprende no es que quieran serlo. Lo que sorprende es que lo digas en voz alta...”",N
1074,"Atención, periodistas! Voy a explicar en unos pocos tuits la agenda de @MarianoRajoy para el 21dic, primer día como presidente del Gobierno",NONE
1075,Rajoy y Zapatero han protagonizado el traspaso de poderes más sosegado de la democracia. Los dos han puesto de su parte para lograrlo.,P+
1076,"La clave del nuevo gobierno: su estructura ¿Habrá dos vicepresidencias o ninguna? La clave, en el equipo económico.",NONE
1077,@PabloAIglesias @marianorajoy Hoy?,NONE
1078,"ESTRENO ""Yes We Spain, IS DIFFERENT"": 27 Y 28 de ENERO en el AUDITORIO DE PALMA DE MALLORCA. Entradas YA en http://t.co/Q9HzeyLP .REGÁLALO!!",P+
1079,"“@germanyanke: Revista de Prensa (ABC Punto Radio, 20 de diciembre) http://t.co/T65u7eWT” Se me hace corto. Es que me gusta oír a Germán más",P+
